ID_Z4	Plot_Z4	PHASE_Z4	Block_Z4	Scheme_Z4	SCH_ABV_Z4	KEY_Z4	Road_Z4	GD_ST_Z4	Plot_Area_Z4	DC_Z4	Total_Z4	2024_PAID_Z4	2025_PAID_Z4	Pending_Z4	PT_STATUS_Z4	AD_Z4	REMARKS_Z4	Category_Z4	EXTRA_Z4
3986	3	PHASE-I	B2	PGECHS	PGECHS1	3-B2-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	3871500	967875	0	967875	0	FULL PAYMENT	MS SHABNOOR		ILLEGAL	
3987	4	PHASE-I	B2	PGECHS	PGECHS1	4-B2-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	3871500	1767875	900000	100000	1667875	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
3988	5	PHASE-I	B2	PGECHS	PGECHS1	5-B2-PGECHS1	Suatluj Eve	Constructed Residential	1 Kanal	3871500	1867875	100000	0	1867875	NOT PAID/ NOTICE ISSUED	MS SHABNOOR		ILLEGAL	
3989	6	PHASE-I	B2	PGECHS	PGECHS1	6-B2-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	3871500	1867875	0	0	1867875	NOT PAID/ NOTICE ISSUED	MS SHABNOOR		ILLEGAL	
3990	82	PHASE-I	B2	PGECHS	PGECHS1	82-B2-PGECHS1	0	Constructed Residential	1 Kanal	3871500	0	0	0	0	OTHER	MS SHABNOOR	CHECK NOTICE STATUS	ILLEGAL	
3991	3	PHASE-I	B3	PGECHS	PGECHS1	3-B3-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	3871500	3459065	500000	0	3459065	NOT PAID/ NOTICE ISSUED	MS SHABNOOR		ILLEGAL	
3992	4	PHASE-I	B3	PGECHS	PGECHS1	4-B3-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	3871500	967875	2426188	0	967875	NOT PAID/ NOTICE ISSUED	MS SHABNOOR		ILLEGAL	
3993	5	PHASE-I	B3	PGECHS	PGECHS1	5-B3-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	3871500	1667875	400000	0	1667875	NOT PAID/ NOTICE ISSUED	MS SHABNOOR		ILLEGAL	
3994	7	PHASE-I	B3	PGECHS	PGECHS1	7-B3-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	3871500	1377875	350000	240000	1137875	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
3995	8	PHASE-I	B3	PGECHS	PGECHS1	8-B3-PGECHS1	Suatluj Eve	Constructed Residential	1 Kanal	3871500	1417875	900000	450000	967875	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
3996	9	PHASE-I	B3	PGECHS	PGECHS1	9-B3-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	3871500	1417875	450000	450000	967875	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
3997	79	PHASE-I	C2	PGECHS	PGECHS1	79-C2-PGECHS1	Suatluj Eve	Vacant	1 Kanal	3871500	967875	375000	200000	767875	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
3998	81	PHASE-I	C2	PGECHS	PGECHS1	81-C2-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	3871500	1467875	400000	1467875	0	FULL PAYMENT	MS SHABNOOR		ILLEGAL	
3999	82	PHASE-I	C2	PGECHS	PGECHS1	82-C2-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	2629375	1157344	400000	1157344	0	FULL PAYMENT	MS SHABNOOR		ILLEGAL	
4000	83	PHASE-I	C2	PGECHS	PGECHS1	83-C2-PGECHS1	Suatluj Eve	Constructed Residential	1 Kanal	3871500	1342875	0	0	1342875	NOT PAID/ NOTICE ISSUED	MS SHABNOOR		ILLEGAL	
4001	84	PHASE-I	C2	PGECHS	PGECHS1	84-C2-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	3871500	967875	375000	200000	767875	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
4002	86	PHASE-I	C2	PGECHS	PGECHS1	86-C2-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	3871500	1867875	0	0	1867875	NOT PAID/ NOTICE ISSUED	MS SHABNOOR		ILLEGAL	
4003	88	PHASE-I	C2	PGECHS	PGECHS1	88-C2-PGECHS1	Suatluj Eve	Constructed Residential	1 Kanal	3871500	1042875	300000	100000	942875	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
4004	92	PHASE-I	C2	PGECHS	PGECHS1	92-C2-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	3871500	967875	630000	967875	0	FULL PAYMENT	MS SHABNOOR		ILLEGAL	
4005	98	PHASE-I	C2	PGECHS	PGECHS1	98-C2-PGECHS1	Suatluj Eve	Constructed Commercial	1 Kanal	3871500	1497875	100000	100000	1397875	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
4037	36A	PHASE-I	R	PGECHS	PGECHS1	36A-R-PGECHS1	1	Illegal	10 Marla	2425000	303125	0	0	303125	NOT PAID/ NOTICE ISSUED	MS SHABNOOR		ILLEGAL	
4006	108	PHASE-II	D	PGECHS	PGECHS2	108-D-PGECHS2	Collage Road	Constructed Commercial	10 Marla	2629375	850672	0	0	850672	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4007	108A	PHASE-II	D	PGECHS	PGECHS2	108A-D-PGECHS2	Collage Road	Constructed Residential	Abnormal	0	0	225000	0	0	UNDER CONSTRUCTION	SALMAN ASHRAF		ILLEGAL	
4008	1	PHASE-II	E	PGECHS	PGECHS2	1-E-PGECHS2	Collage Road	Constructed Commercial	1 Kanal	3200000	800000	765000	0	800000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4009	68	PHASE-II	E	PGECHS	PGECHS2	68-E-PGECHS2	Collage Road	Constructed Commercial	2 Kanal	3200000	2365000	0	0	2365000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4010	70	PHASE-II	E	PGECHS	PGECHS2	70-E-PGECHS2	Collage Road	Constructed Commercial	2 Kanal	3200000	3280000	0	0	3280000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4011	71	PHASE-II	E	PGECHS	PGECHS2	71-E-PGECHS2	Collage Road	Constructed Commercial	2 Kanal	3200000	3280000	0	0	3280000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4012	72	PHASE-II	E	PGECHS	PGECHS2	72-E-PGECHS2	Collage Road	Constructed Commercial	2 Kanal	3200000	3280000	0	0	3280000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4013	73	PHASE-II	E	PGECHS	PGECHS2	73-E-PGECHS2	Collage Road	Constructed Commercial	2 Kanal	3200000	3280000	0	0	3280000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4014	74	PHASE-II	E	PGECHS	PGECHS2	74-E-PGECHS2	Collage Road	Constructed Commercial	2 Kanal	3200000	3280000	0	0	3280000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4015	75	PHASE-II	E	PGECHS	PGECHS2	75-E-PGECHS2	Collage Road	Constructed Commercial	2 Kanal	3200000	3280000	0	0	3280000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4016	94	PHASE-II	E	PGECHS	PGECHS2	94-E-PGECHS2	Imran Road	Constructed Residential	2 Kanal	2629375	2672688	0	0	2672688	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4017	108	PHASE-II	E	PGECHS	PGECHS2	108-E-PGECHS2	E14	Constructed Residential	2 Kanal	2629375	2672688	0	0	2672688	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4018	129	PHASE-II	E	PGECHS	PGECHS2	129-E-PGECHS2	Imran Road	Constructed Residential	2 Kanal	2629375	2672688	0	0	2672688	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4019	160	PHASE-II	E	PGECHS	PGECHS2	160-E-PGECHS2	Imran Road	Constructed Residential	1 Kanal	2629375	1275719	0	0	1275719	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4020	165	PHASE-II	E	PGECHS	PGECHS2	165-E-PGECHS2	Imran Road	Constructed Residential	1 Kanal	2629375	1275719	0	0	1275719	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4021	170	PHASE-II	E	PGECHS	PGECHS2	170-E-PGECHS2	Imran Road	Constructed Residential	1 Kanal	2629375	1275719	0	0	1275719	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4022	172	PHASE-II	E	PGECHS	PGECHS2	172-E-PGECHS2	Imran Road	Constructed Commercial	1 Kanal	2629375	1275719	0	0	1275719	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4023	174	PHASE-II	E	PGECHS	PGECHS2	174-E-PGECHS2	Imran Road	Constructed Residential	1 Kanal	2629375	1275719	0	0	1275719	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4024	177	PHASE-II	E	PGECHS	PGECHS2	177-E-PGECHS2	Imran Road	Constructed Commercial	1 Kanal	2629375	1275719	0	0	1275719	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4025	181	PHASE-II	E	PGECHS	PGECHS2	181-E-PGECHS2	Other	Constructed Commercial	1 Kanal	2629375	657344	0	0	657344	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4026	185	PHASE-II	E	PGECHS	PGECHS2	185-E-PGECHS2	Imran Road	Constructed Residential	1 Kanal	2629375	1275719	0	0	1275719	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4027	282	PHASE-II	E	PGECHS	PGECHS2	282-E-PGECHS2	Collage Road	Constructed Commercial	1 Kanal	3200000	1981250	0	0	1981250	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4028	283	PHASE-II	E	PGECHS	PGECHS2	283-E-PGECHS2	Collage Road	Constructed Commercial	1 Kanal	3200000	1412000	0	0	1412000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4029	290	PHASE-II	E	PGECHS	PGECHS2	290-E-PGECHS2	Collage Road	Constructed Commercial	10 Marla	3200000	775000	0	0	775000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4030	291	PHASE-II	E	PGECHS	PGECHS2	291-E-PGECHS2	Collage Road	Constructed Commercial	1 Kanal	3200000	1565000	100000	0	1565000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4031	292	PHASE-II	E	PGECHS	PGECHS2	292-E-PGECHS2	Collage Road	Constructed Commercial	1 Kanal	3200000	2405000	0	0	2405000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4032	297	PHASE-II	E	PGECHS	PGECHS2	297-E-PGECHS2	Collage Road	Constructed Commercial	1 Kanal	3200000	1565000	0	0	1565000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4033	298	PHASE-II	E	PGECHS	PGECHS2	298-E-PGECHS2	Collage Road	Constructed Commercial	1 Kanal	3200000	1565000	0	0	1565000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4034	323	PHASE-II	E	PGECHS	PGECHS2	323-E-PGECHS2	Collage Road	Constructed Residential	1 Kanal	3200000	1565000	0	0	1565000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4035	324	PHASE-II	E	PGECHS	PGECHS2	324-E-PGECHS2	Collage Road	Constructed Residential	1 Kanal	3200000	1565000	0	0	1565000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4036	326A	PHASE-II	E	PGECHS	PGECHS2	326A-E-PGECHS2	Collage Road	Constructed Commercial	1 Kanal	3200000	2775000	0	0	2775000	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
4038	1	PIA HOUSING SOCIETY	A	PIA HOUSING SOCIETY	PIA	1-A-PIA	5	Illegal	12 Marla	2963625	444544	485100	444544	0	FULL PAYMENT	SHAFIQ UR REHMAN		ILLEGAL	
4039	10	PIA HOUSING SOCIETY	A	PIA HOUSING SOCIETY	PIA	10-A-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4040	27	PIA HOUSING SOCIETY	A	PIA HOUSING SOCIETY	PIA	27-A-PIA	5	Illegal	10 Marla	2963625	370453	336875	0	370453	REVISION REQUEST	SHAFIQ UR REHMAN		ILLEGAL	
4041	28	PIA HOUSING SOCIETY	A	PIA HOUSING SOCIETY	PIA	28-A-PIA	5	Illegal	10 Marla	2963625	707328	0	0	707328	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4042	29	PIA HOUSING SOCIETY	A	PIA HOUSING SOCIETY	PIA	29-A-PIA	5	Illegal	10 Marla	2963625	639728	67500	50000	589728	PARTIAL PAYMENT	SHAFIQ UR REHMAN		ILLEGAL	
4043	19	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	19-A1-PIA	0	Constructed Commercial	1 Kanal	2963625	740906	0	0	740906	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4044	32	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	32-A1-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4045	50	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	50-A1-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	WITHDRAWAL REQUEST	SHAFIQ UR REHMAN		ILLEGAL	
4046	86	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	86-A1-PIA	5	Illegal	Abnormal	0	0	0	0	0	OTHER	SHAFIQ UR REHMAN	MOSQUE	ILLEGAL	
4047	177	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	177-A1-PIA	5	Illegal	1 Kanal	2963625	1401225	0	150000	1251225	PARTIAL PAYMENT	SHAFIQ UR REHMAN		ILLEGAL	
4048	181	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	181-A1-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4049	188	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	188-A1-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4050	189	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	189-A1-PIA	5	Illegal	Abnormal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4051	190	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	190-A1-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4052	191	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	191-A1-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4053	192	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	192-A1-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4054	195	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	195-A1-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4055	197	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	197-A1-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4056	219	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	219-A1-PIA	0	Constructed Commercial	10 Marla	2963625	370453	0	0	370453	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4057	220	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	220-A1-PIA	0	Constructed Commercial	Abnormal	0	0	0	0	0	OTHER	SHAFIQ UR REHMAN	CHECK STATUS	ILLEGAL	
4058	228	PIA HOUSING SOCIETY	A1	PIA HOUSING SOCIETY	PIA	228-A1-PIA	0	Constructed Commercial	1 Kanal	2963625	740906	0	0	740906	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4059	17	PIA HOUSING SOCIETY	B	PIA HOUSING SOCIETY	PIA	17-B-PIA	5	Illegal	12 Marla	2963625	929644	0	0	929644	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4060	68	PIA HOUSING SOCIETY	B	PIA HOUSING SOCIETY	PIA	68-B-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4061	76	PIA HOUSING SOCIETY	B	PIA HOUSING SOCIETY	PIA	76-B-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4062	77	PIA HOUSING SOCIETY	B	PIA HOUSING SOCIETY	PIA	77-B-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4063	78	PIA HOUSING SOCIETY	B	PIA HOUSING SOCIETY	PIA	78-B-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4064	87	PIA HOUSING SOCIETY	B	PIA HOUSING SOCIETY	PIA	87-B-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4065	88	PIA HOUSING SOCIETY	B	PIA HOUSING SOCIETY	PIA	88-B-PIA	0	Constructed Commercial	8 Marla	2963625	296363	0	0	296363	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4066	89	PIA HOUSING SOCIETY	B	PIA HOUSING SOCIETY	PIA	89-B-PIA	0	Constructed Commercial	8 Marla	2963625	296363	0	0	296363	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4067	90	PIA HOUSING SOCIETY	B	PIA HOUSING SOCIETY	PIA	90-B-PIA	0	Constructed Commercial	8 Marla	2963625	296363	0	0	296363	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4068	103	PIA HOUSING SOCIETY	B	PIA HOUSING SOCIETY	PIA	103-B-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4069	104	PIA HOUSING SOCIETY	B	PIA HOUSING SOCIETY	PIA	104-B-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4070	105	PIA HOUSING SOCIETY	B	PIA HOUSING SOCIETY	PIA	105-B-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4071	106	PIA HOUSING SOCIETY	B	PIA HOUSING SOCIETY	PIA	106-B-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4072	2	PIA HOUSING SOCIETY	B1	PIA HOUSING SOCIETY	PIA	2-B1-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4073	3	PIA HOUSING SOCIETY	B1	PIA HOUSING SOCIETY	PIA	3-B1-PIA	5	Illegal	1 Kanal	2963625	1549406	0	308500	1240906	PARTIAL PAYMENT	SHAFIQ UR REHMAN		ILLEGAL	
4074	4	PIA HOUSING SOCIETY	B1	PIA HOUSING SOCIETY	PIA	4-B1-PIA	5	Illegal	1 Kanal	2963625	1440906	108500	0	1440906	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4075	5	PIA HOUSING SOCIETY	B1	PIA HOUSING SOCIETY	PIA	5-B1-PIA	5	Illegal	Abnormal	0	0	0	0	0	WITHDRAWAL REQUEST	SHAFIQ UR REHMAN	CHECK STATUS	ILLEGAL	
4076	25	PIA HOUSING SOCIETY	B1	PIA HOUSING SOCIETY	PIA	25-B1-PIA	5	Illegal	1 Kanal	2963625	1349406	200000	0	1349406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4077	36	PIA HOUSING SOCIETY	B1	PIA HOUSING SOCIETY	PIA	36-B1-PIA	5	Illegal	1 Kanal	2963625	740906	808500	0	740906	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4078	42	PIA HOUSING SOCIETY	B1	PIA HOUSING SOCIETY	PIA	42-B1-PIA	5	Illegal	Abnormal	0	0	0	0	0	WITHDRAWAL REQUEST	SHAFIQ UR REHMAN	CHECK STATUS	ILLEGAL	
4079	50	PIA HOUSING SOCIETY	B1	PIA HOUSING SOCIETY	PIA	50-B1-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4080	54	PIA HOUSING SOCIETY	B1	PIA HOUSING SOCIETY	PIA	54-B1-PIA	Other	Perm Commercial	Abnormal	0	0	0	0	0	PERM COMMERCIAL	SHAFIQ UR REHMAN		PERM. COMM	
4081	228	PIA HOUSING SOCIETY	C	PIA HOUSING SOCIETY	PIA	228-C-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4082	229	PIA HOUSING SOCIETY	C	PIA HOUSING SOCIETY	PIA	229-C-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4083	251	PIA HOUSING SOCIETY	C	PIA HOUSING SOCIETY	PIA	251-C-PIA	10	Illegal	15 Marla	2963625	1162055	0	0	1162055	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4084	46	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	46-D-PIA	1	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4085	47	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	47-D-PIA	0	Constructed Commercial	1 Kanal	2963625	740906	0	0	740906	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4086	59	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	59-D-PIA	1	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4087	60	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	60-D-PIA	5	Illegal	1 Kanal	2963625	1499406	50000	0	1499406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4088	77	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	77-D-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4089	124	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	124-D-PIA	5	Illegal	Abnormal	0	0	0	0	0	WITHDRAWAL REQUEST	SHAFIQ UR REHMAN	CHECK STATUS	ILLEGAL	
4090	187	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	187-D-PIA	10	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4091	231	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	231-D-PIA	10	Illegal	1 Kanal	2963625	1449406	100000	0	1449406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4092	233	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	233-D-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4093	234	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	234-D-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	LITIGATION	SHAFIQ UR REHMAN		ILLEGAL	
4094	237	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	237-D-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4095	238	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	238-D-PIA	5	Illegal	1 Kanal	2963625	740906	808500	740906	0	FULL PAYMENT	SHAFIQ UR REHMAN		ILLEGAL	
4096	286	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	286-D-PIA	1	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4097	204A	PIA HOUSING SOCIETY	D	PIA HOUSING SOCIETY	PIA	204A-D-PIA	5	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4098	1	PIA HOUSING SOCIETY	E	PIA HOUSING SOCIETY	PIA	1-E-PIA	1	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4099	3	PIA HOUSING SOCIETY	E	PIA HOUSING SOCIETY	PIA	3-E-PIA	1	Illegal	1 Kanal	2963625	1549406	0	0	1549406	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4100	7	PIA HOUSING SOCIETY	E	PIA HOUSING SOCIETY	PIA	7-E-PIA	0	Constructed Commercial	1 Kanal	2963625	740906	0	0	740906	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
4101	8	PIA HOUSING SOCIETY	E	PIA HOUSING SOCIETY	PIA	8-E-PIA	0	Temporary Construction	1 Kanal	2963625	740906	0	0	740906	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
